filename,ra,dec,lag_ms,lag_error,is_significant,lag_type
glg_tte_n9_bn191031635_v00.fit,29.8828125,-14.477512185929934,70740.36224675513,1.0,True,positive
glg_tte_n9_bn191031780_v00.fit,121.23529411764704,-58.54024913501049,-4470.107522389783,1.0,True,negative
glg_tte_n9_bn191031891_v00.fit,283.8829787234043,55.107936425098195,-39680.76681048884,1.0,True,negative
glg_tte_n9_bn191101895_v00.fit,153.6328125,17.5827760084254,32089.577776655096,1.0,True,positive
glg_tte_n9_bn191108003_v00.fit,237.65625,12.941631985423339,-2697.649707419752,1.0,True,negative
glg_tte_n9_bn191110587_v00.fit,259.80468749999994,41.81031489577859,-43170.82943540574,1.0,True,negative
glg_tte_n9_bn191111347_v00.fit,130.78124999999997,-33.86870460165652,-5912.151553827626,1.0,True,negative
glg_tte_n9_bn191111364_v00.fit,189.84374999999997,-31.039240010397894,-51048.69906350869,1.0,True,negative
glg_tte_n9_bn191111547_v00.fit,240.88235294117646,-71.2771821379778,13959.757468550168,1.0,True,positive
glg_tte_n9_bn191112369_v00.fit,163.55769230769232,-70.90666664467562,-17680.385954165915,1.0,True,negative
glg_tte_n9_bn191113578_v00.fit,298.828125,21.06181760164929,34131.02569578731,1.0,True,positive
glg_tte_n9_bn191117006_v00.fit,299.0,73.49627530761094,10610.807247047827,1.0,True,positive
glg_tte_n9_bn191117637_v00.fit,156.09374999999997,11.110881800003272,-23129.784384437004,1.0,True,negative
glg_tte_n9_bn191118925_v00.fit,214.15178571428572,-48.1412077943603,29982.349791840723,1.0,True,positive
glg_tte_n9_bn191119261_v00.fit,309.35,-9.35,20429.026277955643,1.0,True,positive
glg_tte_n9_bn191125206_v00.fit,242.57812499999997,-13.554784037179,24000.11685891236,1.0,True,positive
glg_tte_n9_bn191125634_v00.fit,354.375,19.78804941066957,20529.614981264305,1.0,True,positive
glg_tte_n9_bn191129141_v00.fit,8.4375,5.079715792733466,5969.312799615209,1.0,True,positive
glg_tte_n9_bn191130253_v00.fit,350.75342465753425,63.07261938698223,-12249.05262879068,1.0,True,negative
glg_tte_n9_bn191130507_v00.fit,346.55,-9.283,-16350.13286532201,1.0,True,negative
glg_tte_n9_bn191202867_v00.fit,245.7421875,16.95776330000414,14020.315723581365,1.0,True,positive
glg_tte_n9_bn191203290_v00.fit,330.1442307692308,51.25580694880489,4461.318362921793,1.0,True,positive
glg_tte_n9_bn191205741_v00.fit,19.3359375,-34.228866327812575,38640.67981597072,1.0,True,positive
glg_tte_n9_bn191213254_v00.fit,196.171875,-30.345182969588254,57560.715011381704,1.0,True,positive
glg_tte_n9_bn191213784_v00.fit,331.171875,-16.024100308155862,18039.966936010933,1.0,True,positive
glg_tte_n9_bn191220589_v00.fit,210.71428571428572,-66.81675324303835,-71209.56850174037,1.0,True,negative
glg_tte_n9_bn191221802_v00.fit,41.733870967741936,-43.40685848593699,-71110.2775856016,1.0,True,negative
glg_tte_n9_bn191225309_v00.fit,94.92187499999999,-18.52439107386579,-17519.104039674654,1.0,True,negative
glg_tte_n9_bn191225735_v01.fit,145.546875,-6.880079227870648,40038.770074378976,1.0,True,positive
glg_tte_n9_bn191227069_v00.fit,319.21875,-13.554784037179,-1181.0853983337388,1.0,True,negative
glg_tte_n9_bn191227723_v00.fit,257.34375,-25.613083216401822,12720.085748394873,1.0,True,positive
glg_tte_n9_bn200101861_v00.fit,257.69531249999994,-34.95386525718846,250.37015478898923,1.0,True,positive
glg_tte_n9_bn200103678_v00.fit,353.671875,-33.152887928619876,32610.349501847,1.0,True,positive
glg_tte_n9_bn200103689_v00.fit,119.88281249999999,-4.181528273111476,2398.983261632042,1.0,True,positive
glg_tte_n9_bn200105914_v00.fit,316.40625,-29.656013541178424,-33049.73035818896,1.0,True,negative
glg_tte_n9_bn200107810_v00.fit,358.59375,-78.28414760510763,-8140.16167037077,1.0,True,negative
glg_tte_n9_bn200109074_v00.fit,283.18965517241384,68.67919198537577,18111.00371034154,1.0,True,positive
glg_tte_n9_bn200110518_v00.fit,95.97656249999999,35.68533471265204,-71960.2772131974,1.0,True,negative
glg_tte_n9_bn200111633_v00.fit,104.4140625,32.0899512562803,6928.624555419895,1.0,True,positive
glg_tte_n9_bn200112395_v00.fit,177.890625,-30.345182969588254,7499.678988349274,1.0,True,positive
glg_tte_n9_bn200112525_v00.fit,146.73913043478262,64.57355318327413,16499.086387261825,1.0,True,positive
glg_tte_n9_bn200114153_v00.fit,199.3359375,0.0,-45679.613766436356,1.0,True,negative
glg_tte_n9_bn200117517_v00.fit,131.87500000000003,-63.44828368030105,5808.738056218791,1.0,True,positive
glg_tte_n9_bn200119692_v00.fit,271.3636363636364,-77.9166850933892,-3130.5161793902485,1.0,True,negative
glg_tte_n9_bn200120962_v00.fit,139.16666666666666,-70.16502666715499,-15779.65368212052,1.0,True,negative
glg_tte_n9_bn200122221_v00.fit,125.84745762711862,68.30717609030755,-16119.611657224414,1.0,True,negative
glg_tte_n9_bn200125864_v00.fit,7.2794117647058805,64.94808409550687,99.95414206857808,1.0,True,positive
glg_tte_n9_bn200126466_v00.fit,66.5,-58.8,-4269.431849491878,1.0,True,negative
glg_tte_n9_bn200127758_v00.fit,75.58593749999999,19.471220634490685,67689.42828153535,1.0,True,positive
glg_tte_n9_bn200128153_v00.fit,149.0625,39.065494664452594,29.602186384765,1.0,True,positive
glg_tte_n9_bn200129409_v00.fit,346.875,-44.99388015045713,-18910.814912063244,1.0,True,negative
glg_tte_n9_bn200130248_v00.fit,326.0769230769231,-66.07006450641592,-6928.374905731393,1.0,True,negative
glg_tte_n9_bn200130417_v00.fit,137.57142857142858,-50.86815892553735,-66169.93852433265,1.0,True,negative
glg_tte_n9_bn200201040_v00.fit,287.2265625,-10.19991809111631,-8860.57539770929,1.0,True,negative
glg_tte_n9_bn200205845_v00.fit,223.9453125,-41.81031489577861,-3622.3311718977807,1.0,True,negative
glg_tte_n9_bn200206706_v00.fit,293.6138613861386,-52.416011889394284,410.6806434370938,1.0,True,positive
glg_tte_n9_bn200207058_v00.fit,243.64864864864865,-48.5322537274423,55969.8511801524,1.0,True,positive
glg_tte_n9_bn200208052_v00.fit,27.421875,24.95302078772749,62599.19134055683,1.0,True,positive
glg_tte_n9_bn200211310_v00.fit,345.5859375,-7.180755781458284,25520.174068265558,1.0,True,positive
glg_tte_n9_bn200211813_v00.fit,109.82142857142857,58.91977535280316,102488.64619397098,1.0,True,positive
glg_tte_n9_bn200212451_v00.fit,125.5078125,23.31795706533424,-9841.125445947124,1.0,True,negative
glg_tte_n9_bn200215611_v00.fit,30.937499999999996,9.896853442815875,28919.049925617157,1.0,True,positive
glg_tte_n9_bn200216380_v00.fit,319.5703125,5.979156796301309,17668.553309444713,1.0,True,positive
glg_tte_n9_bn200216564_v00.fit,158.203125,20.42361536381095,76300.62169325289,1.0,True,positive
glg_tte_n9_bn200219317_v00.fit,346.5,-64.19874590253252,-8200.545221859738,1.0,True,negative
glg_tte_n9_bn200219413_v00.fit,298.828125,6.279288322550267,2080.274141189104,1.0,True,positive
glg_tte_n9_bn200219998_v00.fit,265.078125,8.687297481032452,561.2807505626818,1.0,True,positive
glg_tte_n9_bn200221162_v00.fit,157.5,32.44286613851178,12410.335109926235,1.0,True,positive
glg_tte_n9_bn200223814_v00.fit,247.0108695652174,-55.873350435251986,-27869.359592588724,1.0,True,negative
glg_tte_n9_bn200224212_v00.fit,177.890625,-28.291548862929403,207210.35625796966,1.0,True,positive
glg_tte_n9_bn200224416_v00.fit,187.3828125,-20.742379954487145,-80629.28321063233,1.0,True,negative
glg_tte_n9_bn200227306_v00.fit,56.953125,6.279288322550267,-11339.848978164362,1.0,True,negative
glg_tte_n9_bn200228291_v00.fit,328.0769230769231,-46.1781796469964,10330.144946584369,1.0,True,positive
glg_tte_n9_bn200228469_v00.fit,258.3984375,9.59406822686046,12108.788804708562,1.0,True,positive
glg_tte_n9_bn200301320_v00.fit,320.625,6.279288322550267,50820.981569084164,1.0,True,positive
glg_tte_n9_bn200303107_v00.fit,207.85714285714283,50.86815892553735,3842.8802219522813,1.0,True,positive
glg_tte_n9_bn200306934_v00.fit,344.88281249999994,6.579592944977629,26361.315499202956,1.0,True,positive
glg_tte_n9_bn200307894_v00.fit,84.23076923076923,-46.1781796469964,30701.270343275988,1.0,True,positive
glg_tte_n9_bn200308941_v00.fit,326.6015625,-26.610097810733922,77908.5267673007,1.0,True,positive
glg_tte_n9_bn200311636_v00.fit,204.81308411214954,-50.091456801832585,1928.5222150914235,1.0,True,positive
glg_tte_n9_bn200313071_v00.fit,75.58593749999999,21.381942579838885,47930.558663563126,1.0,True,positive
glg_tte_n9_bn200313456_v00.fit,201.79687499999997,39.838439976999084,-41939.80978007791,1.0,True,negative
glg_tte_n9_bn200317028_v00.fit,65.21186440677965,-45.78396716177504,40750.115931859145,1.0,True,positive
glg_tte_n9_bn200318941_v00.fit,123.3529411764706,58.54024913501049,-9200.265709755507,1.0,True,negative
glg_tte_n9_bn200319323_v00.fit,64.3359375,-21.381942579838896,20870.787809996695,1.0,True,positive
glg_tte_n9_bn200320414_v00.fit,183.515625,-39.065494664452615,-19089.780533838897,1.0,True,negative
glg_tte_n9_bn200323006_v01.fit,325.8333,62.067,62529.93127253434,1.0,True,positive
glg_tte_n9_bn200323782_v00.fit,156.78947368421055,-54.72462840974654,55349.7597394064,1.0,True,positive
glg_tte_n9_bn200325138_v00.fit,22.8515625,-28.630989836924357,119.66490621353655,1.0,True,positive
glg_tte_n9_bn200325620_v00.fit,165.9375,26.27681155719998,-11559.682644860806,1.0,True,negative
glg_tte_n9_bn200326517_v00.fit,243.63281249999997,-21.381942579838896,-42419.7535868265,1.0,True,negative
glg_tte_n9_bn200327873_v00.fit,233.7890625,1.1937484371410718,45219.73671665206,1.0,True,positive
glg_tte_n9_bn200401292_v00.fit,141.328125,19.15501007356373,-33622.07387527289,1.0,True,negative
glg_tte_n9_bn200402403_v00.fit,49.5703125,41.81031489577859,99679.34229327187,1.0,True,positive
glg_tte_n9_bn200402688_v00.fit,189.4921875,-6.579592944977629,-23238.489753516624,1.0,True,negative
glg_tte_n9_bn200402824_v00.fit,227.4609375,-8.989299345162816,33110.86953475124,1.0,True,positive
glg_tte_n9_bn200403896_v00.fit,79.6875,72.38756092964962,5639.025505171875,1.0,True,positive
glg_tte_n9_bn200403919_v00.fit,241.00000000000003,73.49627530761094,-52531.28772096994,1.0,True,negative
glg_tte_n9_bn200403974_v00.fit,48.51562499999999,19.15501007356373,85909.49552239766,1.0,True,positive
glg_tte_n9_bn200404706_v00.fit,60.8203125,2.3880154632687733,-25499.484492215157,1.0,True,negative
glg_tte_n9_bn200405394_v00.fit,60.46875,-28.971532223711293,-22449.84102904852,1.0,True,negative
glg_tte_n9_bn200407265_v00.fit,278.0859375,1.7907846593289463,-75971.607347174,1.0,True,negative
glg_tte_n9_bn200407388_v00.fit,182.8125,36.05358859962301,-8278.92877312425,1.0,True,negative
glg_tte_n9_bn200411187_v00.fit,71.66666666666667,-60.05627904951215,13020.107125367169,1.0,True,positive
glg_tte_n9_bn200412290_v00.fit,139.57031249999997,-41.014499665730526,130.02909740228165,1.0,True,positive
glg_tte_n9_bn200412381_v00.fit,278.3571428571429,64.19874590253252,-60.352919019992555,1.0,True,negative
glg_tte_n9_bn200416295_v00.fit,341.2,-5.933,-33369.801301625055,1.0,True,negative
glg_tte_n9_bn200418865_v00.fit,71.71874999999999,-0.2984168674869415,13840.034305437124,1.0,True,positive
glg_tte_n9_bn200420106_v00.fit,299.8828125,2.3880154632687733,-88.5913698412302,1.0,True,negative
glg_tte_n9_bn200421865_v00.fit,165.4225352112676,63.823657621837775,-47061.590385091935,1.0,True,negative
glg_tte_n9_bn200423579_v00.fit,321.1363636363637,65.69633519657744,19989.841783481017,1.0,True,positive
glg_tte_n9_bn200425701_v00.fit,304.45312499999994,39.838439976999084,20080.269703574482,1.0,True,positive
glg_tte_n9_bn200501435_v00.fit,46.05468749999999,-18.839404547275457,36679.741985306726,1.0,True,positive
glg_tte_n9_bn200502574_v00.fit,288.98437499999994,39.838439976999084,12020.577559499354,1.0,True,positive
glg_tte_n9_bn200503721_v00.fit,250.31249999999997,-19.78804941066958,-439.68952216550406,1.0,True,negative
glg_tte_n9_bn200505994_v00.fit,80.32710280373833,-50.091456801832585,48300.15939801687,1.0,True,positive
glg_tte_n9_bn200506020_v00.fit,271.0546875,-3.5833216984719782,29931.32820606475,1.0,True,positive
glg_tte_n9_bn200506208_v00.fit,83.32031249999999,-5.379378991112076,19219.7680460098,1.0,True,positive
glg_tte_n9_bn200506404_v00.fit,190.89843749999997,37.921650784291785,19671.227930793255,1.0,True,positive
glg_tte_n9_bn200507662_v00.fit,56.5909090909091,65.69633519657744,21768.492582967254,1.0,True,positive
glg_tte_n9_bn200509818_v00.fit,117.23684210526316,76.07742270175356,22980.037362843937,1.0,True,positive
glg_tte_n9_bn200509958_v00.fit,310.78124999999994,-3.8823720030295705,10880.931331835036,1.0,True,positive
glg_tte_n9_bn200510445_v00.fit,155.03906249999997,-1.790784659328959,5459.645963813971,1.0,True,positive
glg_tte_n9_bn200514380_v00.fit,238.35937499999991,37.54432510382694,26100.562765125564,1.0,True,positive
glg_tte_n9_bn200517786_v00.fit,115.6640625,28.630989836924346,-12538.244368154217,1.0,True,negative
glg_tte_n9_bn200522650_v00.fit,87.890625,-39.8384399769991,-24380.465143861224,1.0,True,negative
glg_tte_n9_bn200524211_v00.fit,210.19736842105263,61.94383702315671,-1900.3931317379975,1.0,True,negative
glg_tte_n9_bn200525611_v00.fit,20.390624999999996,-7.481631264246963,-189400.47470629535,1.0,True,negative
glg_tte_n9_bn200528436_v00.fit,168.33333333333331,60.05627904951215,10320.522773775323,1.0,True,positive
glg_tte_n9_bn200529039_v00.fit,239.4140625,-20.10550978791601,10709.86725122779,1.0,True,positive
glg_tte_n9_bn200529504_v00.fit,338.6842105263158,54.724628409746536,-105191.12873825451,1.0,True,negative
glg_tte_n9_bn200530031_v00.fit,17.099999999999998,71.6475002354226,7730.2204609454875,1.0,True,positive
glg_tte_n9_bn200531119_v00.fit,169.453125,33.152887928619876,-7349.960806305441,1.0,True,negative
glg_tte_n9_bn200601097_v00.fit,36.2109375,33.51005606625301,40738.60319562554,1.0,True,positive
glg_tte_n9_bn200604778_v00.fit,15.468749999999998,17.896089316234637,14020.272947020501,1.0,True,positive
glg_tte_n9_bn200604833_v00.fit,178.59374999999997,-4.480798785982211,-24361.13927195065,1.0,True,negative
glg_tte_n9_bn200605762_v00.fit,92.29591836734694,53.57223328098856,52081.52696687581,1.0,True,positive
glg_tte_n9_bn200607362_v00.fit,172.265625,31.039240010397883,-21428.25423733833,1.0,True,negative
glg_tte_n9_bn200607921_v00.fit,37.49999999999999,-83.41768908593824,39389.422769990204,1.0,True,positive
glg_tte_n9_bn200609380_v00.fit,10.546875,66.44353569089876,-21350.064374430793,1.0,True,negative
glg_tte_n9_bn200612201_v00.fit,302.6953125,-38.68218745348945,-62638.92219493979,1.0,True,negative
glg_tte_n9_bn200613229_v00.fit,149.27884615384616,51.25580694880489,-29.84846010546737,1.0,True,negative
glg_tte_n9_bn200614608_v00.fit,113.65384615384615,61.189776278717034,21431.08256779116,1.0,True,positive
glg_tte_n9_bn200615250_v00.fit,48.51562499999999,5.079715792733466,-908.2695992389747,1.0,True,negative
glg_tte_n9_bn200616048_v00.fit,116.10000000000001,-71.64750023542261,-11019.995716634277,1.0,True,negative
glg_tte_n9_bn200616654_v00.fit,147.96,-43.008633994236924,-17951.374796779943,1.0,True,negative
glg_tte_n9_bn200617679_v00.fit,359.4512195121951,-59.67778522657882,-10870.90804604945,1.0,True,negative
glg_tte_n9_bn200619108_v00.fit,102.22826086956522,55.873350435251986,-3271.5676385218085,1.0,True,negative
glg_tte_n9_bn200619252_v00.fit,225.70312499999997,-9.896853442815875,240.54609590818595,1.0,True,positive
glg_tte_n9_bn200619492_v00.fit,200.45454545454547,-44.597991493006276,8291.41057990663,1.0,True,positive
glg_tte_n9_bn200622092_v00.fit,107.57812499999999,38.3009224658677,-34420.19523643826,1.0,True,negative
glg_tte_n9_bn200623138_v00.fit,224.4375,60.43443884495229,51769.82609468822,1.0,True,positive
glg_tte_n9_bn200623752_v00.fit,343.0263157894737,-47.357576233199,57362.04789439,1.0,True,positive
glg_tte_n9_bn200625532_v00.fit,168.74999999999997,-22.346587898361143,-9540.31444653801,1.0,True,negative
glg_tte_n9_bn200626105_v00.fit,86.8359375,16.95776330000414,12899.779285544653,1.0,True,positive
glg_tte_n9_bn200629535_v00.fit,339.4852941176471,-64.94808409550689,18571.536956072556,1.0,True,positive
glg_tte_n9_bn200630076_v00.fit,99.5833,-45.283,-19940.110175873815,1.0,True,negative
glg_tte_n9_bn200630980_v00.fit,79.45312499999999,30.345182969588254,-9391.391812691685,1.0,True,negative
glg_tte_n9_bn200702892_v00.fit,301.9186046511628,-58.160368554338014,56310.038554972154,1.0,True,positive
glg_tte_n9_bn200703341_v00.fit,244.68749999999997,-8.084013907099306,7192.075574801138,1.0,True,positive
glg_tte_n9_bn200703970_v00.fit,148.7109375,6.579592944977629,-16118.743852394537,1.0,True,negative
glg_tte_n9_bn200705674_v00.fit,57.352941176470594,-71.2771821379778,-194690.50590565748,1.0,True,negative
glg_tte_n9_bn200706231_v00.fit,88.9453125,34.228866327812575,-26909.89571515959,1.0,True,negative
glg_tte_n9_bn200706633_v00.fit,123.74999999999999,9.896853442815875,7119.198994549116,1.0,True,positive
glg_tte_n9_bn200707072_v00.fit,81.2109375,-14.477512185929934,-16719.589290941214,1.0,True,negative
glg_tte_n9_bn200709147_v00.fit,117.09183673469389,-53.57223328098857,2409.115454764874,1.0,True,positive
glg_tte_n9_bn200710036_v00.fit,79.8046875,4.181528273111476,-6632.842249266472,1.0,True,negative
glg_tte_n9_bn200711461_v00.fit,287.2265625,0.0,-1109.8866492278219,1.0,True,negative
glg_tte_n9_bn200713919_v00.fit,231.6796875,-13.248014905676952,19368.441381081007,1.0,True,positive
glg_tte_n9_bn200714247_v00.fit,9.606741573033707,57.01854862136609,22799.6775166428,1.0,True,positive
glg_tte_n9_bn200714344_v00.fit,189.74226804123714,-53.95678248481785,-115589.83703854376,1.0,True,negative
glg_tte_n9_bn200714437_v00.fit,208.125,4.480798785982211,51659.7154863093,1.0,True,positive
glg_tte_n9_bn200714661_v00.fit,12.3046875,26.61009781073391,-14381.089497968796,1.0,True,negative
glg_tte_n9_bn200714774_v00.fit,215.41666666666669,-49.7023903266307,-6828.979682837309,1.0,True,negative
glg_tte_n9_bn200716060_v00.fit,135.0,-15.404093698725482,-19440.463956458156,1.0,True,negative
glg_tte_n9_bn200716316_v00.fit,344.88281249999994,-15.71386104800821,10679.563500643439,1.0,True,positive
glg_tte_n9_bn200716957_v00.fit,191.6015625,34.95386525718846,51.3204114736323,1.0,True,positive
glg_tte_n9_bn200722094_v00.fit,187.734375,5.679189845582371,-73791.1533137367,1.0,True,negative
glg_tte_n9_bn200723691_v00.fit,252.10227272727272,57.39952353962295,20379.968986514417,1.0,True,positive
glg_tte_n9_bn200724213_v00.fit,121.28906249999999,-12.024699180565822,-41692.32916244689,1.0,True,negative
glg_tte_n9_bn200801352_v00.fit,13.749999999999998,76.81353334098655,-24501.03259685936,1.0,True,negative
glg_tte_n9_bn200801650_v00.fit,71.3671875,-33.51005606625301,40111.28158522655,1.0,True,positive
glg_tte_n9_bn200802491_v00.fit,329.2105263157895,54.724628409746536,68871.5241858999,1.0,True,positive
glg_tte_n9_bn200803149_v00.fit,313.83116883116884,-61.56696379051533,61.2758469059039,1.0,True,positive
glg_tte_n9_bn200803703_v00.fit,198.21428571428572,-42.60980697763762,-48.685963669357875,1.0,True,negative
glg_tte_n9_bn200808469_v00.fit,14.68421052631579,54.724628409746536,-3609.0861383773263,1.0,True,negative
glg_tte_n9_bn200809211_v00.fit,206.015625,-26.94435818047575,4369.5660609499355,1.0,True,positive
glg_tte_n9_bn200809255_v00.fit,30.585937499999996,22.669609871750378,9190.477135911207,1.0,True,positive
glg_tte_n9_bn200809654_v00.fit,356.25,-76.81353334098657,12710.681848026585,1.0,True,positive
glg_tte_n9_bn200811632_v00.fit,120.58593750000001,-4.78019184719916,69670.16492534205,1.0,True,positive
glg_tte_n9_bn200816486_v00.fit,305.859375,-25.613083216401822,-13509.000409914193,1.0,True,negative
glg_tte_n9_bn200817393_v00.fit,198.28125,54.34091230386124,13428.388867668617,1.0,True,positive
glg_tte_n9_bn200818998_v00.fit,207.7734375,23.31795706533424,-11008.847305224721,1.0,True,negative
glg_tte_n9_bn200824594_v00.fit,119.17968749999996,8.989299345162804,91391.8340871613,1.0,True,positive
glg_tte_n9_bn200826187_v00.fit,4.921875,34.59057497617661,-25956.962247123603,1.0,True,negative
glg_tte_n9_bn200826923_v00.fit,151.875,51.25580694880489,1058.616033667536,1.0,True,positive
glg_tte_n9_bn200829582_v00.fit,271.6167,79.067,299.6127498024194,1.0,True,positive
glg_tte_n9_bn200901158_v00.fit,64.21348314606742,-57.01854862136609,-17319.782369260378,1.0,True,negative
glg_tte_n9_bn200903031_v00.fit,158.19587628865978,53.95678248481785,459.71688251968715,1.0,True,positive
glg_tte_n9_bn200903113_v00.fit,54.140625,-13.554784037179,-29888.032371576217,1.0,True,negative
glg_tte_n9_bn200903902_v00.fit,9.4921875,-3.5833216984719782,-7610.486616535908,1.0,True,negative
glg_tte_n9_bn200904085_v00.fit,16.171875,-16.64603991239297,13529.194307306134,1.0,True,positive
glg_tte_n9_bn200906550_v00.fit,267.78688524590166,67.5624452929487,28263.079426349606,1.0,True,positive
glg_tte_n9_bn200907957_v00.fit,34.09090909090909,-77.9166850933892,768.4958755063561,1.0,True,positive
glg_tte_n9_bn200908886_v00.fit,173.57142857142858,-66.81675324303835,-19558.505069241208,1.0,True,negative
glg_tte_n9_bn200909168_v00.fit,338.90625,-16.024100308155862,-20470.676137467937,1.0,True,negative
glg_tte_n9_bn200914534_v00.fit,255.5859375,-37.9216507842918,33599.919775489616,1.0,True,positive
glg_tte_n9_bn200915144_v00.fit,353.3203125,36.42357364233115,-34850.6905171572,1.0,True,negative
glg_tte_n9_bn200915846_v00.fit,190.60975609756096,43.80448796297494,92630.06492301793,1.0,True,positive
glg_tte_n9_bn200916812_v00.fit,41.1328125,-4.78019184719916,-4460.215178055341,1.0,True,negative
glg_tte_n9_bn200919569_v00.fit,56.24999999999999,34.59057497617661,65268.68465824601,1.0,True,positive
glg_tte_n9_bn200919964_v00.fit,273.51562499999994,-22.993394314297802,18719.381901093344,1.0,True,positive
glg_tte_n9_bn200920651_v00.fit,212.34375,-24.296477994805652,41570.19522592251,1.0,True,positive
glg_tte_n9_bn200920831_v00.fit,157.5,6.8800792278706355,34008.648620807886,1.0,True,positive
glg_tte_n9_bn200922718_v00.fit,182.8125,-2.0893716714986184,-40000.7141888684,1.0,True,negative
glg_tte_n9_bn200922753_v00.fit,136.0546875,27.953186883381132,50501.025142939456,1.0,True,positive
glg_tte_n9_bn200923748_v00.fit,115.92391304347825,-55.873350435251986,31080.448741126187,1.0,True,positive
glg_tte_n9_bn200924235_v00.fit,318.8671875,6.579592944977629,5849.247629711163,1.0,True,positive
glg_tte_n9_bn200924284_v00.fit,20.25,52.80185378173063,-25499.836906544337,1.0,True,negative
glg_tte_n9_bn200924386_v00.fit,316.978021978022,-56.255467438581086,-94339.11127955449,1.0,True,negative
glg_tte_n9_bn200925610_v00.fit,95.625,33.152887928619876,23319.64616781813,1.0,True,positive
glg_tte_n9_bn200928290_v00.fit,58.35937500000001,-16.024100308155862,150.99059067148866,1.0,True,positive
glg_tte_n9_bn200928552_v00.fit,74.8828125,-11.415157742730495,4900.249837682364,1.0,True,positive
glg_tte_n9_bn200929204_v00.fit,216.2109375,-33.51005606625301,-16090.5074814838,1.0,True,negative
glg_tte_n9_bn201001416_v00.fit,111.796875,6.279288322550267,-19680.68555831297,1.0,True,negative
glg_tte_n9_bn201004094_v00.fit,254.8828125,-1.790784659328959,-1669.5966385365678,1.0,True,negative
glg_tte_n9_bn201004365_v00.fit,29.013157894736842,61.94383702315671,-27749.494297402736,1.0,True,negative
glg_tte_n9_bn201006054_v00.fit,36.21951219512196,43.80448796297494,-79281.06427282188,1.0,True,negative
glg_tte_n9_bn201007123_v00.fit,296.71874999999994,2.0893716714986184,-1039.301557277005,1.0,True,negative
glg_tte_n9_bn201008443_v00.fit,159.86842105263156,47.35757623319898,37018.8999131233,1.0,True,positive
glg_tte_n9_bn201008754_v00.fit,91.05468749999999,38.68218745348943,33449.96988175179,1.0,True,positive
glg_tte_n9_bn201011629_v00.fit,280.89843749999994,-5.979156796301309,19890.938851816805,1.0,True,positive
glg_tte_n9_bn201011837_v00.fit,286.8833,-8.633,-10239.895195854138,1.0,True,negative
glg_tte_n9_bn201012233_v00.fit,303.3984375,-33.51005606625301,-37032.902541719275,1.0,True,negative
glg_tte_n9_bn201016019_v00.fit,174.37499999999997,-1.492246289620352,30299.944320499224,1.0,True,positive
glg_tte_n9_bn201016136_v00.fit,7.3828125,-31.388166464348547,-49639.590284590304,1.0,True,negative
glg_tte_n9_bn201019069_v00.fit,225.70312499999997,-23.643314255765596,-15390.114302344275,1.0,True,negative
glg_tte_n9_bn201019484_v00.fit,163.82812499999997,16.02410030815585,-9270.234777251846,1.0,True,negative
glg_tte_n9_bn201020241_v00.fit,250.0667,25.35,6730.901042934298,1.0,True,positive
glg_tte_n9_bn201020732_v00.fit,76.25,76.81353334098655,498.4929546806258,1.0,True,positive
glg_tte_n9_bn201021111_v00.fit,174.37499999999997,-2.0893716714986184,-32459.824433691687,1.0,True,negative
glg_tte_n9_bn201021852_v00.fit,47.05,-23.6,1559.3956862881735,1.0,True,positive
glg_tte_n9_bn201026943_v00.fit,183.46153846153848,85.24736019800629,3472.2172805654227,1.0,True,positive
glg_tte_n9_bn201029847_v00.fit,220.46218487394958,45.38920300540005,-51851.06936467392,1.0,True,negative
glg_tte_n9_bn201031744_v00.fit,43.06451612903226,55.49084192446861,-29169.705388412596,1.0,True,negative
glg_tte_n9_bn201103259_v00.fit,247.1052631578947,69.0509806793522,-7001.761585760026,1.0,True,negative
glg_tte_n9_bn201104001_v00.fit,60.9375,-72.38756092964962,-106699.29404555046,1.0,True,negative
glg_tte_n9_bn201104622_v00.fit,218.671875,37.54432510382694,36609.756161565696,1.0,True,positive
glg_tte_n9_bn201104808_v00.fit,239.0625,-34.590574976176626,25627.68944275655,1.0,True,positive
glg_tte_n9_bn201105215_v00.fit,234.49218749999991,-3.5833216984719782,-23028.076355384983,1.0,True,negative
glg_tte_n9_bn201105230_v00.fit,244.33593749999994,16.334822780685986,61798.9924181669,1.0,True,positive
glg_tte_n9_bn201105482_v00.fit,315.3515625,33.51005606625301,-6361.149643175308,1.0,True,negative
glg_tte_n9_bn201108645_v00.fit,288.28125,35.31877290301153,-22770.24467192602,1.0,True,negative
glg_tte_n9_bn201109105_v00.fit,136.0546875,-5.379378991112076,-8270.744239602269,1.0,True,negative
glg_tte_n9_bn201111323_v00.fit,80.859375,-16.64603991239297,83389.34728210465,1.0,True,positive
glg_tte_n9_bn201116035_v00.fit,149.0625,-4.480798785982211,32410.023308190906,1.0,True,positive
glg_tte_n9_bn201120402_v00.fit,277.38281249999994,20.105509787916,63109.32192670075,1.0,True,positive
glg_tte_n9_bn201120442_v00.fit,77.77173913043478,-55.873350435251986,-37459.563446217624,1.0,True,negative
glg_tte_n9_bn201121062_v00.fit,211.28906249999997,-27.279612735978088,13140.461102305811,1.0,True,positive
glg_tte_n9_bn201121130_v00.fit,233.08593749999997,-39.45089470914608,-44809.91885496626,1.0,True,negative
