obs_id,filename,ra,dec,lag_ms,lag_error,is_significant,lag_type
bat,sw00644596000bevshsp_uf.evt.gz,305.99840917009,33.8635961415285,-219644.04290708192,6.4,True,negative
bat,sw00645172000bevshsp_uf.evt.gz,244.981,-15.64051,28165.097922648754,6.4,True,positive
bat,sw00645944000bevshsp_uf.evt.gz,267.231935988733,-20.3954418239554,12.92058642232699,6.4,True,positive
bat,sw00646721000bevshsp_uf.evt.gz,306.006321847485,33.8682418815014,-17.097691838680273,6.4,True,negative
bat,sw00652046000bevshsp_uf.evt.gz,216.66067442462,-7.54127008420654,29433.747286572758,6.4,True,positive
bat,sw00652603000bevshsp_uf.evt.gz,230.3622,68.34467,-58.91360088737886,6.4,True,negative
bat,sw00654954000bevshsp_uf.evt.gz,288.7982,10.94512,19.659218476584766,6.4,True,positive
bat,sw00655451000bevshsp_uf.evt.gz,256.0058,-38.04648,-8693.775757012318,6.4,True,negative
bat,sw00664078000bevshsp_uf.evt.gz,57.171875,65.9011944,-16.922922563080792,6.4,True,negative
bat,sw00669319000bevshsp_uf.evt.gz,76.796375,11.3238889,253.45385833507683,6.4,True,positive
bat,sw00671014000bevshsp_uf.evt.gz,211.921375,20.4617778,-17.190366581816985,6.4,True,negative
bat,sw00671231000bevshsp_uf.evt.gz,109.0890833,-23.5917778,-118.89825077841681,6.4,True,negative
bat,sw00672525000bevshsp_uf.evt.gz,161.9509583,-24.7885833,2626.495195116283,6.4,True,positive
bat,sw00674670000bevshsp_uf.evt.gz,236.9515833,-18.565,199037.88134903833,6.4,True,positive
bat,sw00677981000bevshsp_uf.evt.gz,257.250230239272,-36.4483358823612,109762.54729465405,6.4,True,positive
bat,sw00680331000bevshsp_uf.evt.gz,186.6532,-62.76931,46652.24334288816,6.4,True,positive
bat,sw00684679000bevshsp_uf.evt.gz,286.383375,-17.2406944,13.986736626032679,6.4,True,positive
bat,sw01091527000bevshsp_uf.evt.gz,1.3532917,31.7689722,15.342103849547104,6.4,True,positive
bat,sw01093693000bevshsp_uf.evt.gz,245.1369,-15.82721,-43.839969720501585,6.4,True,negative
bat,sw01093860000bevshsp_uf.evt.gz,133.830146896997,31.9839890538763,-265.53915934165684,6.4,True,negative
bat,sw01163119000bevshsp_uf.evt.gz,271.440875,-47.0695833,28.9558255355474,6.4,True,positive
bat,sw01165354000bevshsp_uf.evt.gz,122.604962807057,-21.9203287405549,4612.188758530372,6.4,True,positive
bat,sw01191188000bevshsp_uf.evt.gz,226.798,-41.3296944,25.898041010353225,6.4,True,positive
bat,sw01192488000bevshsp_uf.evt.gz,83.3362736922503,21.2895347997652,-4670.937887282335,6.4,True,negative
bat,sw01205708000bevshsp_uf.evt.gz,10.3487970738741,8.52564743491041,-21067.361473108882,6.4,True,negative
bat,sw01208389000bevshsp_uf.evt.gz,270.6440833,24.4891944,15.68619450689148,6.4,True,positive
bat,sw01209371000bevshsp_uf.evt.gz,245.7903,-15.97802,21117.79422975785,6.4,True,positive
bat,sw01209635000bevshsp_uf.evt.gz,256.3628982705,-37.846711347039,41911.890720410425,6.4,True,positive
bat,sw01210276000bevshsp_uf.evt.gz,199.347875,60.6188889,970.850389460553,6.4,True,positive
bat,sw01211211000bevshsp_uf.evt.gz,245.5229,-15.65905,93191.12008533704,6.4,True,positive
bat,sw01212132000bevshsp_uf.evt.gz,244.9795,-15.63825,-3450.241978631976,6.4,True,negative
bat,sw01287821000bevshsp_uf.evt.gz,16.0890833,-12.1645,18.09088736113913,6.4,True,positive
bat,sw01319125000bevshsp_uf.evt.gz,55.1700833,-22.4480833,767.7845768063465,6.4,True,positive
bat,sw01340514000bevshsp_uf.evt.gz,51.4481667,-47.8877778,25.00327619871685,6.4,True,positive
bat,sw01342439000bevshsp_uf.evt.gz,306.3079583,48.399,63.92808838039279,6.4,True,positive
